,Masked Sentence,Prediction
35,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Louis XVI Style Candle Bracket
","branches, inhabitants, possibilities, flexibility, depth"
36,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Madame Guimard's furniture
","furniture, decoration, rooms, decorations, room"
37,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Marital stool with male and female caryatids
","common, characteristic, posterior, flexible, anterior"
38,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Mesa de Cavalete
","inhabitants, beaches, clubs, branches, streets"
39,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Mesa de Centro
","inhabitants, beaches, branches, subdivisions, streets"
40,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Mesa de Jogo
","inhabitants, beaches, branches, subdivisions, streets"
41,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Meuble mural décoré d'ombellifères
","entrances, rooms, gardens, views, inhabitants"
42,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Miniature chair from Skyros
","seats, seating, chairs, accessible, furniture"
43,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Mirror with Ornamented Frame
","decoration, ornate, decorations, features, elaborate"
44,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Mobilio sala tavola matematica
","branches, inhabitants, pupils, subdivisions, tributaries"
45,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Oak chest with biblical subjects
","decoration, elaborate, depth, illustrations, layers"
46,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Oratório de pousar
","inhabitants, branches, beaches, subdivisions, streets"
47,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Oratório de pousar com grupo escultórico religioso
","branches, clubs, autonomy, subdivisions, inhabitants"
48,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Andirons
","inhabitants, branches, tributaries, beaches, neighbours"
49,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Armchairs
","seats, branches, inhabitants, rooms, doors"
50,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Bookcases
","branches, layers, dimensions, edges, depth"
51,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Candle Stands
","branches, inhabitants, tributaries, entrances, seats"
52,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Corner Cabinets
","inhabitants, branches, seats, beaches, facilities"
53,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Doors
","branches, inhabitants, entrances, tributaries, seats"
54,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Louis XVI Style Candle Brackets
","branches, inhabitants, tributaries, possibilities, variety"
55,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Panels from a Choir Stall
","branches, seats, entrances, possibilities, inhabitants"
56,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pair of Stools
","branches, inhabitants, tributaries, edges, neighbours"
57,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Panel from a Choir Stall
","branches, depth, inhabitants, seats, entrances"
58,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Pansy Border Table Lamp
","branches, inhabitants, possibilities, facilities, nodes"
59,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Peony Floor Lamp with a Bamboo Base
","options, branches, seats, facilities, varieties"
60,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Provençal bread trough
","bread, varieties, flour, variety, filling"
61,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Scenes of Fables
","inhabitants, branches, variety, poems, possibilities"
62,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Set of chests of the Paulista Museum
","decoration, decorations, elaborate, ornate, rooms"
63,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Side Table with Everted Ends
","curves, branches, edges, flexibility, seats"
64,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Sideboard and Cellarette
","shops, seats, options, rooms, restaurants"
65,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Small desk with folding top
","seats, furniture, seating, spacious, comfortable"
66,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Table of Don Rodrigo Calderón
","inhabitants, branches, beaches, subdivisions, possibilities"
67,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Throne with tapestry seat
","rooms, seats, decoration, seating, spacious"
68,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Transitional Side Chair
","inhabitants, branches, possibilities, subdivisions, autonomy"
69,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Upper Paneling from a Sacristy Armoire
","decoration, flexibility, branches, depth, entrances"
70,"Which is wider, and thus has more [MASK], Arca Mala de Viagem or Wheelchair accessible seats
","seats, accessible, comfortable, seating, spacious"
71,"Which is wider, and thus has more [MASK], Arredo camera da letto or Arca Mala de Viagem
","depth, seats, dimensions, flexibility, spacious"
72,"Which is wider, and thus has more [MASK], Arredo camera da letto or Augsburg Art Cabinet
","depth, detail, flexibility, spacious, dimensions"
73,"Which is wider, and thus has more [MASK], Arredo camera da letto or Baú de viagem
","depth, seats, dimensions, flexibility, features"
74,"Which is wider, and thus has more [MASK], Arredo camera da letto or Bahut-étagère la berce des près
","dimensions, detail, lenses, depth, flexibility"
75,"Which is wider, and thus has more [MASK], Arredo camera da letto or bonsai display table
","expensive, screens, compact, flexible, efficient"
76,"Which is wider, and thus has more [MASK], Arredo camera da letto or Box with Military Scenes from Antiquity
","spacious, elaborate, detail, depth, detailed"
77,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cabide de Pé
","depth, dimensions, seats, detail, features"
78,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cabinet on stand
","flexibility, seats, detail, depth, spacious"
79,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cadeira furada feminina
","depth, seats, flexibility, dimensions, branches"
80,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cadeira furada masculina
","depth, dimensions, seats, flexibility, branches"
81,"Which is wider, and thus has more [MASK], Arredo camera da letto or Candle Bracket Pair
","flexibility, depth, detail, lenses, dimensions"
82,"Which is wider, and thus has more [MASK], Arredo camera da letto or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
","detail, elaborate, dimensions, decoration, decorative"
83,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cassone from the Colonna family
","detail, elaborate, expensive, recent, typical"
84,"Which is wider, and thus has more [MASK], Arredo camera da letto or Cassone with Mannerist Design Elements
","spacious, detail, elaborate, flexibility, depth"
85,"Which is wider, and thus has more [MASK], Arredo camera da letto or Chair or Bed Leg with the God Bes
","flexibility, detail, dimensions, lenses, seats"
86,"Which is wider, and thus has more [MASK], Arredo camera da letto or Chest of Drawers
","spacious, depth, detail, narrow, elaborate"
87,"Which is wider, and thus has more [MASK], Arredo camera da letto or Classic Chinese furniture
","expensive, ornate, elaborate, luxurious, spacious"
88,"Which is wider, and thus has more [MASK], Arredo camera da letto or Commode à vantaux
","lenses, detail, dimensions, flexibility, aperture"
89,"Which is wider, and thus has more [MASK], Arredo camera da letto or Confidant from the Batlló House
","depth, detail, flexibility, features, seats"
90,"Which is wider, and thus has more [MASK], Arredo camera da letto or Console Table Depicting Chronos, or Father Time
","detail, dimensions, flexibility, depth, lenses"
91,"Which is wider, and thus has more [MASK], Arredo camera da letto or Console Table Top
","detail, depth, flexibility, spacious, dimensions"
92,"Which is wider, and thus has more [MASK], Arredo camera da letto or Daffodil Table Lamp
","detail, flexibility, lenses, depth, expensive"
93,"Which is wider, and thus has more [MASK], Arredo camera da letto or Desk and Bookcase
","detail, flexibility, lenses, dimensions, compact"
94,"Which is wider, and thus has more [MASK], Arredo camera da letto or Door and Frame
","dimensions, depth, detail, seats, flexibility"
95,"Which is wider, and thus has more [MASK], Arredo camera da letto or Door to Gothic Marriage Chest
","depth, detail, flexibility, dimensions, spacious"
96,"Which is wider, and thus has more [MASK], Arredo camera da letto or Doorway from the Isaac Gillet House, Painesville, Ohio
","detail, accessible, views, spacious, visible"
97,"Which is wider, and thus has more [MASK], Arredo camera da letto or Eames Storage Unit
","detail, flexibility, compact, spacious, expensive"
98,"Which is wider, and thus has more [MASK], Arredo camera da letto or entrance desk S.M.A.K. Gent
","spacious, seats, rooms, interior, seating"
99,"Which is wider, and thus has more [MASK], Arredo camera da letto or Fire Screen and Textile Panels
","flexible, compact, expensive, sophisticated, spacious"
100,"Which is wider, and thus has more [MASK], Arredo camera da letto or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
","detail, dimensions, details, decoration, inscriptions"
101,"Which is wider, and thus has more [MASK], Arredo camera da letto or Gothic Marriage Chest
","depth, detail, spacious, dimensions, flexibility"
102,"Which is wider, and thus has more [MASK], Arredo camera da letto or Gothic Marriage Chest
","depth, detail, spacious, dimensions, flexibility"
103,"Which is wider, and thus has more [MASK], Arredo camera da letto or High chest of drawers
","spacious, elaborate, luxurious, narrow, expensive"
104,"Which is wider, and thus has more [MASK], Arredo camera da letto or Leito de casal
","depth, dimensions, seats, features, detail"
105,"Which is wider, and thus has more [MASK], Arredo camera da letto or Liège-Aachen Baroque furniture
","ornate, elaborate, expensive, spacious, elegant"
106,"Which is wider, and thus has more [MASK], Arredo camera da letto or Louis XVI Style Candle Bracket
","detail, flexibility, depth, dimensions, lenses"
107,"Which is wider, and thus has more [MASK], Arredo camera da letto or Madame Guimard's furniture
","ornate, elaborate, spacious, elegant, decoration"
108,"Which is wider, and thus has more [MASK], Arredo camera da letto or Marital stool with male and female caryatids
","flexible, elaborate, slender, rounded, elongated"
109,"Which is wider, and thus has more [MASK], Arredo camera da letto or Mesa de Cavalete
","depth, seats, dimensions, features, detail"
110,"Which is wider, and thus has more [MASK], Arredo camera da letto or Mesa de Centro
","depth, detail, dimensions, seats, flexibility"
111,"Which is wider, and thus has more [MASK], Arredo camera da letto or Mesa de Jogo
","depth, seats, dimensions, detail, features"
112,"Which is wider, and thus has more [MASK], Arredo camera da letto or Meuble mural décoré d'ombellifères
","elaborate, detail, decoration, spacious, dimensions"
113,"Which is wider, and thus has more [MASK], Arredo camera da letto or Miniature chair from Skyros
","seats, spacious, comfortable, luxurious, seating"
114,"Which is wider, and thus has more [MASK], Arredo camera da letto or Mirror with Ornamented Frame
","elaborate, ornate, detail, decorative, elegant"
115,"Which is wider, and thus has more [MASK], Arredo camera da letto or Mobilio sala tavola matematica
","depth, dimensions, flexibility, seats, detail"
116,"Which is wider, and thus has more [MASK], Arredo camera da letto or Oak chest with biblical subjects
","elaborate, spacious, ornate, detailed, intimate"
117,"Which is wider, and thus has more [MASK], Arredo camera da letto or Oratório de pousar
","dimensions, depth, seats, detail, features"
118,"Which is wider, and thus has more [MASK], Arredo camera da letto or Oratório de pousar com grupo escultórico religioso
","scope, seats, coverage, branches, information"
119,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Andirons
","depth, inhabitants, spacious, dimensions, narrow"
120,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Armchairs
","seats, spacious, seating, detail, flexibility"
121,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Bookcases
","detail, elaborate, spacious, narrow, dimensions"
122,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Candle Stands
","depth, spacious, detail, dimensions, flexibility"
123,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Corner Cabinets
","spacious, depth, detail, dimensions, flexibility"
124,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Doors
","depth, spacious, detail, dimensions, elaborate"
125,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Louis XVI Style Candle Brackets
","detail, flexibility, depth, dimensions, spacious"
126,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Panels from a Choir Stall
","elaborate, detail, spacious, decoration, depth"
127,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pair of Stools
","detail, flexibility, dimensions, depth, layers"
128,"Which is wider, and thus has more [MASK], Arredo camera da letto or Panel from a Choir Stall
","detail, flexibility, depth, elaborate, dimensions"
129,"Which is wider, and thus has more [MASK], Arredo camera da letto or Pansy Border Table Lamp
","flexibility, detail, lenses, depth, compact"
130,"Which is wider, and thus has more [MASK], Arredo camera da letto or Peony Floor Lamp with a Bamboo Base
","expensive, compact, detail, features, flexibility"
131,"Which is wider, and thus has more [MASK], Arredo camera da letto or Provençal bread trough
","elaborate, flexibility, expensive, pronounced, decorative"
132,"Which is wider, and thus has more [MASK], Arredo camera da letto or Scenes of Fables
","elaborate, spacious, detail, detailed, depth"
133,"Which is wider, and thus has more [MASK], Arredo camera da letto or Set of chests of the Paulista Museum
","elaborate, ornate, spacious, decoration, decorative"
134,"Which is wider, and thus has more [MASK], Arredo camera da letto or Side Table with Everted Ends
","spacious, compact, elaborate, detail, rounded"
135,"Which is wider, and thus has more [MASK], Arredo camera da letto or Sideboard and Cellarette
","seats, screens, cameras, accessories, lenses"
136,"Which is wider, and thus has more [MASK], Arredo camera da letto or Small desk with folding top
","spacious, comfortable, expensive, compact, luxurious"
137,"Which is wider, and thus has more [MASK], Arredo camera da letto or Table of Don Rodrigo Calderón
","depth, detail, dimensions, elaborate, spacious"
138,"Which is wider, and thus has more [MASK], Arredo camera da letto or Throne with tapestry seat
","elaborate, spacious, expensive, detail, ornate"
139,"Which is wider, and thus has more [MASK], Arredo camera da letto or Transitional Side Chair
","depth, detail, spacious, flexibility, narrow"
140,"Which is wider, and thus has more [MASK], Arredo camera da letto or Upper Paneling from a Sacristy Armoire
","elaborate, detail, ornate, decorative, spacious"
141,"Which is wider, and thus has more [MASK], Arredo camera da letto or Wheelchair accessible seats
","comfortable, spacious, seats, luxurious, accessible"
142,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Arca Mala de Viagem
","spacious, inhabitants, branches, flexibility, accessible"
143,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Arredo camera da letto
","detail, flexibility, spacious, compact, depth"
144,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Baú de viagem
","flexibility, narrow, branches, accessible, inhabitants"
145,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Bahut-étagère la berce des près
","subdivisions, inhabitants, branches, flexibility, shops"
146,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or bonsai display table
","elaborate, spacious, flexible, ornate, convenient"
147,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Box with Military Scenes from Antiquity
","elaborate, detailed, spacious, compact, common"
148,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cabide de Pé
","flexibility, detail, curves, dimensions, spacious"
149,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cabinet on stand
","spacious, efficient, flexibility, flexible, convenient"
150,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cadeira furada feminina
","slender, branches, dense, depth, flowers"
151,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cadeira furada masculina
","depth, slender, branches, narrow, rounded"
152,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Candle Bracket Pair
","flexibility, efficient, pronounced, common, narrow"
153,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
","elaborate, decorative, ornate, detail, detailed"
154,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cassone from the Colonna family
","common, recent, distinct, elaborate, slender"
155,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Cassone with Mannerist Design Elements
","flexible, flexibility, pronounced, rounded, elaborate"
156,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Chair or Bed Leg with the God Bes
","flexible, flexibility, rounded, common, pronounced"
157,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Chest of Drawers
","pronounced, common, dense, characteristic, narrow"
158,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Classic Chinese furniture
","ornate, expensive, elaborate, decorative, detailed"
159,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Commode à vantaux
","flexibility, dimensions, detail, compact, symmetry"
160,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Confidant from the Batlló House
","flexibility, accessible, frequent, efficient, common"
161,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Console Table Depicting Chronos, or Father Time
","flexibility, detail, complicated, flexible, dimensions"
162,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Console Table Top
","flexibility, flexible, compact, efficient, rounded"
163,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Daffodil Table Lamp
","flexibility, dense, flexible, pronounced, common"
164,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Desk and Bookcase
","flexibility, flexible, detail, compact, rounded"
165,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Door and Frame
","flexibility, curves, pronounced, narrow, rounded"
166,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Door to Gothic Marriage Chest
","pronounced, flexibility, flexible, robust, dense"
167,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Doorway from the Isaac Gillet House, Painesville, Ohio
","accessible, spacious, convenient, recent, narrow"
168,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Eames Storage Unit
","flexibility, efficient, compact, spacious, flexible"
169,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or entrance desk S.M.A.K. Gent
","spacious, ornate, accessible, convenient, classrooms"
170,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Fire Screen and Textile Panels
","flexible, robust, efficient, detailed, rounded"
171,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
","details, detail, significance, elaborate, decorations"
172,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Gothic Marriage Chest
","pronounced, rounded, dense, robust, flexible"
173,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Gothic Marriage Chest
","pronounced, rounded, dense, robust, flexible"
174,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or High chest of drawers
","spacious, ornate, elaborate, narrow, slender"
175,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Leito de casal
","spacious, seats, inhabitants, narrow, flexibility"
176,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Liège-Aachen Baroque furniture
","ornate, elaborate, expensive, decorative, modern"
177,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Louis XVI Style Candle Bracket
","flexibility, flexible, efficient, pronounced, compact"
178,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Madame Guimard's furniture
","ornate, elaborate, spacious, decorative, elegant"
179,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Marital stool with male and female caryatids
","rounded, robust, flexible, slender, elongated"
180,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Mesa de Cavalete
","inhabitants, spacious, accessible, seats, subdivisions"
181,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Mesa de Centro
","flexibility, spacious, compact, detail, narrow"
182,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Mesa de Jogo
","flexibility, spacious, accessible, compact, narrow"
183,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Meuble mural décoré d'ombellifères
","elaborate, ornate, decorative, spacious, decoration"
184,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Miniature chair from Skyros
","flexible, spacious, comfortable, modern, accessible"
185,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Mirror with Ornamented Frame
","elaborate, ornate, rounded, decorative, detailed"
186,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Mobilio sala tavola matematica
","rounded, flexibility, slender, narrow, elaborate"
187,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Oak chest with biblical subjects
","elaborate, ornate, detailed, decorative, spacious"
188,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Oratório de pousar
","spacious, inhabitants, subdivisions, seats, facilities"
189,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Oratório de pousar com grupo escultórico religioso
","autonomy, branches, subdivisions, clubs, seats"
190,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Andirons
","narrow, elaborate, pronounced, common, branches"
191,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Armchairs
","spacious, flexible, elaborate, flexibility, comfortable"
192,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Bookcases
","flexible, narrow, rounded, elaborate, pronounced"
193,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Candle Stands
","narrow, pronounced, elaborate, common, convenient"
194,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Corner Cabinets
","efficient, flexibility, elaborate, common, spacious"
195,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Doors
","narrow, elaborate, spacious, common, pronounced"
196,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Louis XVI Style Candle Brackets
","elaborate, common, efficient, pronounced, flexibility"
197,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Panels from a Choir Stall
","elaborate, ornate, detailed, spacious, decorative"
198,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pair of Stools
","pronounced, narrow, common, than, dense"
199,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Panel from a Choir Stall
","detail, elaborate, rounded, detailed, flexibility"
200,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Pansy Border Table Lamp
","flexibility, flexible, efficient, compact, complicated"
201,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Peony Floor Lamp with a Bamboo Base
","compact, rounded, spacious, detailed, elaborate"
202,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Provençal bread trough
","flexible, pronounced, rounded, dense, elaborate"
203,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Scenes of Fables
","elaborate, detailed, colorful, complicated, common"
204,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Set of chests of the Paulista Museum
","elaborate, ornate, spacious, detailed, decorative"
205,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Side Table with Everted Ends
","rounded, robust, flexible, narrow, slender"
206,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Sideboard and Cellarette
","spacious, elaborate, seats, seating, flexibility"
207,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Small desk with folding top
","spacious, comfortable, compact, ornate, flexible"
208,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Table of Don Rodrigo Calderón
","detailed, complicated, elaborate, common, complex"
209,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Throne with tapestry seat
","elaborate, spacious, ornate, decorative, decoration"
210,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Transitional Side Chair
","flexible, flexibility, complicated, pronounced, efficient"
211,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Upper Paneling from a Sacristy Armoire
","elaborate, ornate, decorative, rounded, visible"
212,"Which is wider, and thus has more [MASK], Augsburg Art Cabinet or Wheelchair accessible seats
","comfortable, spacious, accessible, flexible, seats"
