Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], Étagère or hanger
",width,flexibility,rope,curves,sleeves,space
"Which is wider, and thus has more [MASK], Étagère or Hatstand
",width,curves,flexibility,edges,squares,pronounced
"Which is wider, and thus has more [MASK], Étagère or headrest
",width,rounded,fur,width,hair,sleeves
"Which is wider, and thus has more [MASK], Étagère or Highboy
",width,curves,pronounced,edges,rounded,flexibility
"Which is wider, and thus has more [MASK], Étagère or hutch
",width,holes,curves,rounded,branches,rooms
"Which is wider, and thus has more [MASK], Étagère or icebox
",width,flexibility,room,holes,seating,seats
"Which is wider, and thus has more [MASK], Étagère or Kari
",width,curves,subdivisions,edges,squares,varieties
"Which is wider, and thus has more [MASK], Étagère or kast
",width,curves,flexibility,pronounced,edges,vowels
"Which is wider, and thus has more [MASK], Étagère or Lamp
",width,curves,edges,flexibility,pronounced,squares
"Which is wider, and thus has more [MASK], Étagère or lamp
",width,aperture,curves,light,depth,edges
"Which is wider, and thus has more [MASK], Étagère or lectern
",width,seats,seating,windows,columns,spaces
"Which is wider, and thus has more [MASK], Étagère or Leito
",width,curves,squares,flexibility,edges,subdivisions
"Which is wider, and thus has more [MASK], Étagère or Loveseat
",width,curves,pronounced,flexibility,edges,depth
"Which is wider, and thus has more [MASK], Étagère or Maçaneta
",width,curves,subdivisions,branches,flexibility,squares
"Which is wider, and thus has more [MASK], Étagère or Mantel
",width,curves,subdivisions,flexibility,streets,squares
"Which is wider, and thus has more [MASK], Étagère or medalist
",width,curves,squares,flexibility,edges,pronounced
"Which is wider, and thus has more [MASK], Étagère or Mesa
",width,curves,flexibility,edges,squares,pronounced
"Which is wider, and thus has more [MASK], Étagère or mirror
",width,curves,aperture,edges,symmetry,rounded
"Which is wider, and thus has more [MASK], Étagère or office
",width,shops,departments,rooms,offices,restaurants
"Which is wider, and thus has more [MASK], Étagère or Oonjal
",width,curves,subdivisions,inhabitants,squares,pronounced
"Which is wider, and thus has more [MASK], Étagère or Pedestal
",width,curves,rounded,squares,flexibility,edges
"Which is wider, and thus has more [MASK], Étagère or Pinos
",width,curves,squares,subdivisions,edges,branches
"Which is wider, and thus has more [MASK], Étagère or playpen
",width,flexibility,variety,variation,depth,players
"Which is wider, and thus has more [MASK], Étagère or Prendedores
",width,curves,subdivisions,squares,branches,edges
"Which is wider, and thus has more [MASK], Étagère or psyche
",width,depth,flexibility,complexity,personality,dimensions
"Which is wider, and thus has more [MASK], Étagère or radiogram
",width,aperture,sensitivity,contrast,wavelength,light
"Which is wider, and thus has more [MASK], Étagère or Rahle
",width,curves,subdivisions,edges,pronounced,squares
"Which is wider, and thus has more [MASK], Étagère or Screen
",width,curves,flexibility,pronounced,edges,depth
"Which is wider, and thus has more [MASK], Étagère or Screen
",width,curves,flexibility,pronounced,edges,depth
"Which is wider, and thus has more [MASK], Étagère or seat
",width,seats,room,seating,flexibility,space
"Which is wider, and thus has more [MASK], Étagère or Seating
",width,flexibility,curves,pronounced,edges,depth
"Which is wider, and thus has more [MASK], Étagère or Secretary
",width,curves,flexibility,edges,pronounced,squares
"Which is wider, and thus has more [MASK], Étagère or Secretary-bookcase
",width,pages,compact,rounded,flexible,expensive
"Which is wider, and thus has more [MASK], Étagère or Settee
",width,curves,flexibility,edges,squares,dimensions
"Which is wider, and thus has more [MASK], Étagère or shelf
",width,depth,flexibility,curves,rounded,width
"Which is wider, and thus has more [MASK], Étagère or Sideboard
",width,flexibility,depth,curves,rounded,fins
"Which is wider, and thus has more [MASK], Étagère or Sofa
",width,curves,flexibility,edges,subdivisions,pronounced
"Which is wider, and thus has more [MASK], Étagère or spalliera
",width,curves,subdivisions,branches,squares,streets
"Which is wider, and thus has more [MASK], Étagère or stand
",width,curves,flexibility,height,depth,edges
"Which is wider, and thus has more [MASK], Étagère or Stool
",width,curves,edges,flexibility,pronounced,vertices
"Which is wider, and thus has more [MASK], Étagère or Tủ
",width,curves,edges,flexibility,pronounced,squares
"Which is wider, and thus has more [MASK], Étagère or Tête-à-tête
",width,subdivisions,curves,pronounced,streets,branches
"Which is wider, and thus has more [MASK], Étagère or table
",width,curves,squares,edges,dimensions,detail
"Which is wider, and thus has more [MASK], Étagère or Tapchan
",width,curves,edges,flexibility,pronounced,squares
"Which is wider, and thus has more [MASK], Étagère or Trapeza
",width,curves,squares,flexibility,edges,branches
"Which is wider, and thus has more [MASK], Étagère or tripod
",width,rounded,curves,holes,edges,aperture
"Which is wider, and thus has more [MASK], Étagère or Vitrina
",width,curves,flexibility,subdivisions,depth,dimensions
"Which is wider, and thus has more [MASK], Étagère or vitrine
",width,flexibility,fibers,curves,variety,pronounced
"Which is wider, and thus has more [MASK], Étagère or Voyeuse
",width,curves,subdivisions,variety,squares,branches
"Which is wider, and thus has more [MASK], Étagère or Wardrobe
",width,curves,flexibility,edges,squares,pronounced
"Which is wider, and thus has more [MASK], Étagère or washstand
",width,windows,decoration,rooms,room,toilets
"Which is wider, and thus has more [MASK], accoudoir or Étagère
",width,flexibility,decoration,pronounced,variety,curves
"Which is wider, and thus has more [MASK], accoudoir or Andiron
",width,flexibility,curves,branches,depth,edges
"Which is wider, and thus has more [MASK], accoudoir or Arca
",width,flexibility,seats,branches,depth,curves
"Which is wider, and thus has more [MASK], accoudoir or arcaz
",width,flexibility,depth,edges,curves,width
"Which is wider, and thus has more [MASK], accoudoir or Argolas
",width,branches,seats,bays,rooms,flexibility
"Which is wider, and thus has more [MASK], accoudoir or Armário
",width,seats,seating,flexibility,room,rooms
"Which is wider, and thus has more [MASK], accoudoir or Armchair
",width,flexibility,seating,seats,rounded,room
"Which is wider, and thus has more [MASK], accoudoir or armrest
",width,armour,arms,flexibility,legs,sleeves
"Which is wider, and thus has more [MASK], accoudoir or Athénienne
",width,difficulty,flexibility,variety,variation,subdivisions
"Which is wider, and thus has more [MASK], accoudoir or Baú
",width,flexibility,seating,seats,rounded,curves
"Which is wider, and thus has more [MASK], accoudoir or bank
",width,room,rooms,shops,lanes,seating
"Which is wider, and thus has more [MASK], accoudoir or bed
",width,room,space,seating,rooms,depth
"Which is wider, and thus has more [MASK], accoudoir or bier
",width,curves,edges,flexibility,rounded,width
"Which is wider, and thus has more [MASK], accoudoir or binder
",width,flexibility,flexible,binding,fluid,edges
"Which is wider, and thus has more [MASK], accoudoir or bonnetière
",width,curves,sleeves,rounded,skirts,hair
"Which is wider, and thus has more [MASK], accoudoir or Bookcase
",width,rounded,flexibility,width,space,depth
"Which is wider, and thus has more [MASK], accoudoir or Cômoda
",width,flexibility,depth,branches,curves,edges
"Which is wider, and thus has more [MASK], accoudoir or Cômoda-Lavatório
",width,branches,flexibility,seats,streets,subdivisions
"Which is wider, and thus has more [MASK], accoudoir or Cabide
",width,flexibility,depth,flexible,edges,diameter
"Which is wider, and thus has more [MASK], accoudoir or Cabinet
",width,flexibility,rounded,seating,room,depth
"Which is wider, and thus has more [MASK], accoudoir or cabinet-library
",width,room,rooms,library,classrooms,furniture
"Which is wider, and thus has more [MASK], accoudoir or cabinetry
",width,furniture,room,rooms,interior,offices
"Which is wider, and thus has more [MASK], accoudoir or Cabinet-vitrine
",width,potent,soluble,flexibility,flexible,fluid
"Which is wider, and thus has more [MASK], accoudoir or Cama
",width,flexibility,seats,branches,curves,depth
"Which is wider, and thus has more [MASK], accoudoir or Candelabrum
",width,branches,flexibility,horns,foliage,depth
"Which is wider, and thus has more [MASK], accoudoir or Candlestick
",width,flexibility,seating,branches,seats,holes
"Which is wider, and thus has more [MASK], accoudoir or Candlesticks
",width,seats,holes,handles,seating,arches
"Which is wider, and thus has more [MASK], accoudoir or caning
",width,flexibility,seating,depth,room,seats
"Which is wider, and thus has more [MASK], accoudoir or canterbury
",width,seating,seats,flexibility,room,rounded
"Which is wider, and thus has more [MASK], accoudoir or Casket
",width,flexibility,seating,depth,room,seats
"Which is wider, and thus has more [MASK], accoudoir or Cellarette
",width,rooms,seating,room,seats,flexibility
"Which is wider, and thus has more [MASK], accoudoir or chair
",width,seating,seats,room,seat,space
"Which is wider, and thus has more [MASK], accoudoir or chest
",width,rounded,chest,sides,width,height
"Which is wider, and thus has more [MASK], accoudoir or chesterfield
",width,seating,seats,room,flexibility,depth
"Which is wider, and thus has more [MASK], accoudoir or Chest-on-Chest
",width,pronounced,rounded,flexibility,convenient,depth
"Which is wider, and thus has more [MASK], accoudoir or chifforobe
",width,flexibility,hair,variety,curves,fur
"Which is wider, and thus has more [MASK], accoudoir or chigaidana
",width,flexibility,depth,curves,branches,rounded
"Which is wider, and thus has more [MASK], accoudoir or Clock
",width,flexibility,rounded,seating,room,depth
"Which is wider, and thus has more [MASK], accoudoir or closet
",width,room,flexibility,space,seating,depth
"Which is wider, and thus has more [MASK], accoudoir or closet-showcase
",width,room,seating,flexibility,spacious,rooms
"Which is wider, and thus has more [MASK], accoudoir or coffin
",width,seating,room,seats,rounded,space
"Which is wider, and thus has more [MASK], accoudoir or Cofre
",width,flexibility,depth,room,curves,seats
"Which is wider, and thus has more [MASK], accoudoir or Commode
",width,flexibility,aperture,depth,diameter,flexible
"Which is wider, and thus has more [MASK], accoudoir or conversadeira
",width,flexibility,depth,seats,options,branches
"Which is wider, and thus has more [MASK], accoudoir or couch
",width,flexibility,room,seating,seats,rounded
"Which is wider, and thus has more [MASK], accoudoir or counter
",width,flexibility,depth,rounded,width,square
"Which is wider, and thus has more [MASK], accoudoir or countertop
",width,rounded,square,flexibility,height,depth
"Which is wider, and thus has more [MASK], accoudoir or Cupboard
",width,seating,flexibility,seats,depth,rounded
"Which is wider, and thus has more [MASK], accoudoir or desk
",width,room,seating,seats,space,flexibility
"Which is wider, and thus has more [MASK], accoudoir or Dossel
",width,flexibility,curves,edges,rounded,depth
"Which is wider, and thus has more [MASK], accoudoir or Dressers
",width,seats,seating,flexibility,rooms,curves
"Which is wider, and thus has more [MASK], accoudoir or duchess
",width,consort,baggage,dignity,nobility,armour
"Which is wider, and thus has more [MASK], accoudoir or Enzi
",width,flexibility,seats,seating,options,difficulty
"Which is wider, and thus has more [MASK], accoudoir or Escrivaninha
",width,depth,flexibility,branches,seats,difficulty
"Which is wider, and thus has more [MASK], accoudoir or Estalo
",width,flexibility,depth,curves,seats,seating
"Which is wider, and thus has more [MASK], accoudoir or Estante
",width,flexibility,depth,curves,branches,edges
"Which is wider, and thus has more [MASK], accoudoir or Estrado
",width,flexibility,seating,seats,depth,room
"Which is wider, and thus has more [MASK], accoudoir or Faux-palier
",width,curves,flexibility,than,room,branches
"Which is wider, and thus has more [MASK], accoudoir or footstool
",width,flexibility,seating,room,depth,space
"Which is wider, and thus has more [MASK], accoudoir or Four
",width,rounded,flexibility,depth,width,height
"Which is wider, and thus has more [MASK], accoudoir or futon
",width,flexibility,rounded,square,space,width
"Which is wider, and thus has more [MASK], accoudoir or haberdasher
",width,flexibility,edges,depth,variation,branches
"Which is wider, and thus has more [MASK], accoudoir or hanger
",width,rope,flexibility,seating,seats,room
"Which is wider, and thus has more [MASK], accoudoir or Hatstand
",width,flexibility,seating,seats,room,depth
"Which is wider, and thus has more [MASK], accoudoir or headrest
",width,armour,fur,saddle,hair,head
"Which is wider, and thus has more [MASK], accoudoir or Highboy
",width,flexibility,seating,rounded,seats,depth
"Which is wider, and thus has more [MASK], accoudoir or hutch
",width,room,holes,rooms,depth,space
"Which is wider, and thus has more [MASK], accoudoir or icebox
",width,seating,room,flexibility,seats,storage
"Which is wider, and thus has more [MASK], accoudoir or Kari
",width,flexibility,seats,depth,seating,armour
"Which is wider, and thus has more [MASK], accoudoir or kast
",width,flexibility,depth,difficulty,seats,armour
"Which is wider, and thus has more [MASK], accoudoir or Lamp
",width,flexibility,depth,curves,rounded,edges
"Which is wider, and thus has more [MASK], accoudoir or lamp
",width,aperture,light,room,depth,windows
"Which is wider, and thus has more [MASK], accoudoir or lectern
",width,seating,seats,windows,space,pulpit
"Which is wider, and thus has more [MASK], accoudoir or Leito
",width,flexibility,seats,seating,depth,curves
"Which is wider, and thus has more [MASK], accoudoir or Loveseat
",width,flexibility,depth,rounded,space,height
"Which is wider, and thus has more [MASK], accoudoir or Maçaneta
",width,flexibility,depth,seats,branches,seating
"Which is wider, and thus has more [MASK], accoudoir or Mantel
",width,flexibility,room,rooms,seating,armour
"Which is wider, and thus has more [MASK], accoudoir or medalist
",width,flexibility,rounded,room,seating,seats
"Which is wider, and thus has more [MASK], accoudoir or Mesa
",width,flexibility,rounded,seating,room,seats
"Which is wider, and thus has more [MASK], accoudoir or mirror
",width,aperture,rounded,room,windows,hair
"Which is wider, and thus has more [MASK], accoudoir or office
",width,room,rooms,offices,accommodation,seats
"Which is wider, and thus has more [MASK], accoudoir or Oonjal
",width,flexibility,branches,difficulty,pronounced,depth
"Which is wider, and thus has more [MASK], accoudoir or Pedestal
",width,rounded,height,square,seating,flexibility
"Which is wider, and thus has more [MASK], accoudoir or Pinos
",width,flexibility,depth,branches,room,seats
"Which is wider, and thus has more [MASK], accoudoir or playpen
",width,flexibility,seating,depth,room,difficulty
"Which is wider, and thus has more [MASK], accoudoir or Prendedores
",width,branches,flexibility,depth,seats,rounded
"Which is wider, and thus has more [MASK], accoudoir or psyche
",width,depth,flexibility,complexity,personality,difficulty
"Which is wider, and thus has more [MASK], accoudoir or radiogram
",width,aperture,light,depth,antenna,contrast
"Which is wider, and thus has more [MASK], accoudoir or Rahle
",width,flexibility,depth,branches,difficulty,edges
"Which is wider, and thus has more [MASK], accoudoir or Screen
",width,flexibility,rounded,depth,room,seating
"Which is wider, and thus has more [MASK], accoudoir or Screen
",width,flexibility,rounded,depth,room,seating
"Which is wider, and thus has more [MASK], accoudoir or seat
",width,seating,seats,room,seat,space
"Which is wider, and thus has more [MASK], accoudoir or Seating
",width,flexibility,depth,seating,rounded,room
"Which is wider, and thus has more [MASK], accoudoir or Secretary
",width,flexibility,rounded,room,depth,seating
"Which is wider, and thus has more [MASK], accoudoir or Secretary-bookcase
",width,flexibility,pages,compact,convenient,room
"Which is wider, and thus has more [MASK], accoudoir or Settee
",width,flexibility,seating,armour,seats,depth
"Which is wider, and thus has more [MASK], accoudoir or shelf
",width,space,depth,flexibility,room,rounded
"Which is wider, and thus has more [MASK], accoudoir or Sideboard
",width,seating,flexibility,seats,depth,rounded
"Which is wider, and thus has more [MASK], accoudoir or Sofa
",width,flexibility,seats,depth,room,seating
"Which is wider, and thus has more [MASK], accoudoir or spalliera
",width,flexibility,curves,branches,depth,arches
"Which is wider, and thus has more [MASK], accoudoir or stand
",width,height,seating,room,flexibility,depth
"Which is wider, and thus has more [MASK], accoudoir or Stool
",width,flexibility,rounded,depth,curves,width
"Which is wider, and thus has more [MASK], accoudoir or Tủ
",width,flexibility,rounded,curves,width,depth
"Which is wider, and thus has more [MASK], accoudoir or Tête-à-tête
",width,narrow,pronounced,curves,depth,flexibility
"Which is wider, and thus has more [MASK], accoudoir or table
",width,room,seating,seats,space,depth
"Which is wider, and thus has more [MASK], accoudoir or Tapchan
",width,flexibility,depth,branches,edges,curves
"Which is wider, and thus has more [MASK], accoudoir or Trapeza
",width,flexibility,curves,depth,seats,seating
"Which is wider, and thus has more [MASK], accoudoir or tripod
",width,flexibility,rounded,aperture,flexible,diameter
"Which is wider, and thus has more [MASK], accoudoir or Vitrina
",width,flexibility,depth,curves,room,width
"Which is wider, and thus has more [MASK], accoudoir or vitrine
",width,fluid,flexibility,fat,protein,soluble
"Which is wider, and thus has more [MASK], accoudoir or Voyeuse
",width,flexibility,depth,branches,variety,curves
"Which is wider, and thus has more [MASK], accoudoir or Wardrobe
",width,flexibility,rounded,seating,room,space
"Which is wider, and thus has more [MASK], accoudoir or washstand
",width,seating,room,windows,bathroom,toilets
"Which is wider, and thus has more [MASK], Andiron or Étagère
",width,pronounced,curves,varieties,rounded,subdivisions
"Which is wider, and thus has more [MASK], Andiron or accoudoir
",width,curves,rounded,edges,branches,flexibility
"Which is wider, and thus has more [MASK], Andiron or Arca
",width,branches,curves,dimensions,edges,layers
"Which is wider, and thus has more [MASK], Andiron or arcaz
",width,branches,edges,curves,rings,dimensions
"Which is wider, and thus has more [MASK], Andiron or Argolas
",width,branches,curves,bays,dimensions,vowels
"Which is wider, and thus has more [MASK], Andiron or Armário
",width,subdivisions,branches,streets,bays,varieties
"Which is wider, and thus has more [MASK], Andiron or Armchair
",width,curves,rounded,branches,flexibility,slender
"Which is wider, and thus has more [MASK], Andiron or armrest
",width,claws,arms,legs,wings,branches
"Which is wider, and thus has more [MASK], Andiron or Athénienne
",width,varieties,branches,subdivisions,curves,edges
"Which is wider, and thus has more [MASK], Andiron or Baú
",width,vowels,branches,curves,edges,rounded
"Which is wider, and thus has more [MASK], Andiron or bank
",width,branches,curves,dimensions,depth,space
"Which is wider, and thus has more [MASK], Andiron or bed
",width,depth,rounded,space,curves,room
"Which is wider, and thus has more [MASK], Andiron or bier
",width,edges,curves,branches,sides,diameter
"Which is wider, and thus has more [MASK], Andiron or binder
",width,flexibility,flexible,fibers,edges,layers
"Which is wider, and thus has more [MASK], Andiron or bonnetière
",width,curves,rounded,width,narrow,hair
"Which is wider, and thus has more [MASK], Andiron or Bookcase
",width,rounded,pronounced,narrow,slender,curves
"Which is wider, and thus has more [MASK], Andiron or Cômoda
",width,branches,curves,vowels,edges,flexibility
"Which is wider, and thus has more [MASK], Andiron or Cômoda-Lavatório
",width,branches,subdivisions,beaches,tributaries,inhabitants
"Which is wider, and thus has more [MASK], Andiron or Cabide
",width,flexibility,flexible,diameter,edges,layers
"Which is wider, and thus has more [MASK], Andiron or Cabinet
",width,rounded,branches,curves,diameter,dimensions
"Which is wider, and thus has more [MASK], Andiron or cabinet-library
",width,spacious,elaborate,modern,room,library
"Which is wider, and thus has more [MASK], Andiron or cabinetry
",width,furniture,cabinets,rooms,drawers,windows
"Which is wider, and thus has more [MASK], Andiron or Cabinet-vitrine
",width,soluble,stable,flexibility,α,sodium
"Which is wider, and thus has more [MASK], Andiron or Cama
",width,branches,curves,dimensions,edges,layers
"Which is wider, and thus has more [MASK], Andiron or Candelabrum
",width,branches,horns,dimensions,diameter,lobes
"Which is wider, and thus has more [MASK], Andiron or Candlestick
",width,branches,curves,holes,flexibility,rounded
"Which is wider, and thus has more [MASK], Andiron or Candlesticks
",width,rounded,flexible,curved,slender,elaborate
"Which is wider, and thus has more [MASK], Andiron or caning
",width,flexibility,branches,curves,rounded,edges
"Which is wider, and thus has more [MASK], Andiron or canterbury
",width,branches,curves,rounded,seats,than
"Which is wider, and thus has more [MASK], Andiron or Casket
",width,branches,curves,depth,flexibility,dimensions
"Which is wider, and thus has more [MASK], Andiron or Cellarette
",width,curves,branches,rounded,narrow,bays
"Which is wider, and thus has more [MASK], Andiron or chair
",width,seats,rounded,legs,seating,space
"Which is wider, and thus has more [MASK], Andiron or chest
",width,rounded,branches,ribs,lobes,wings
"Which is wider, and thus has more [MASK], Andiron or chesterfield
",width,branches,curves,sides,bays,seats
"Which is wider, and thus has more [MASK], Andiron or Chest-on-Chest
",width,pronounced,narrow,branches,rounded,than
"Which is wider, and thus has more [MASK], Andiron or chifforobe
",width,branches,flexibility,edges,varieties,curves
"Which is wider, and thus has more [MASK], Andiron or chigaidana
",width,branches,vowels,flexibility,consonants,curves
"Which is wider, and thus has more [MASK], Andiron or Clock
",width,curves,dimensions,branches,diameter,rounded
"Which is wider, and thus has more [MASK], Andiron or closet
",width,rounded,branches,dimensions,curves,depth
"Which is wider, and thus has more [MASK], Andiron or closet-showcase
",width,flexible,narrow,compact,rounded,elaborate
"Which is wider, and thus has more [MASK], Andiron or coffin
",width,rounded,curves,branches,dimensions,edges
"Which is wider, and thus has more [MASK], Andiron or Cofre
",width,branches,curves,dimensions,edges,vertices
"Which is wider, and thus has more [MASK], Andiron or Commode
",width,symmetry,flexibility,lobes,diameter,rings
"Which is wider, and thus has more [MASK], Andiron or conversadeira
",width,branches,dimensions,subdivisions,flexibility,edges
"Which is wider, and thus has more [MASK], Andiron or couch
",width,rounded,curves,edges,dimensions,branches
"Which is wider, and thus has more [MASK], Andiron or counter
",width,edges,symmetry,rounded,curves,squares
"Which is wider, and thus has more [MASK], Andiron or countertop
",width,rounded,square,squares,curves,flexibility
"Which is wider, and thus has more [MASK], Andiron or Cupboard
",width,rounded,fins,flexibility,flexible,depth
"Which is wider, and thus has more [MASK], Andiron or desk
",width,rounded,curves,branches,dimensions,edges
"Which is wider, and thus has more [MASK], Andiron or Dossel
",width,symmetry,edges,vertices,dimensions,curves
"Which is wider, and thus has more [MASK], Andiron or Dressers
",width,curves,branches,dimensions,holes,bends
"Which is wider, and thus has more [MASK], Andiron or duchess
",width,variations,than,variants,curves,variation
"Which is wider, and thus has more [MASK], Andiron or Enzi
",width,vowels,curves,edges,branches,varieties
"Which is wider, and thus has more [MASK], Andiron or Escrivaninha
",width,branches,curves,depth,dimensions,layers
"Which is wider, and thus has more [MASK], Andiron or Estalo
",width,rounded,branches,curves,pronounced,narrow
"Which is wider, and thus has more [MASK], Andiron or Estante
",width,branches,dimensions,curves,symmetry,vertices
"Which is wider, and thus has more [MASK], Andiron or Estrado
",width,branches,curves,subdivisions,dimensions,width
"Which is wider, and thus has more [MASK], Andiron or Faux-palier
",width,curves,varieties,dimensions,edges,branches
"Which is wider, and thus has more [MASK], Andiron or footstool
",width,flexibility,branches,rounded,pronounced,depth
"Which is wider, and thus has more [MASK], Andiron or Four
",width,curves,dimensions,rounded,symmetry,diameter
"Which is wider, and thus has more [MASK], Andiron or futon
",width,vowels,curves,branches,edges,rounded
