,Masked Sentence,Prediction
27,"Which is wider, and thus has more [MASK], Room Divider or Center Table
","flexibility, nodes, edges, complexity, depth"
28,"Which is wider, and thus has more [MASK], Room Divider or chair back
","seats, flexibility, seating, space, chairs"
29,"Which is wider, and thus has more [MASK], Room Divider or chaise longue
","curves, flexibility, depth, width, edges"
30,"Which is wider, and thus has more [MASK], Room Divider or cheval glass
","flexibility, windows, space, glass, detail"
31,"Which is wider, and thus has more [MASK], Room Divider or choir screen
","rounded, flexibility, flexible, seats, seating"
32,"Which is wider, and thus has more [MASK], Room Divider or church shelf
","nave, flexibility, churches, space, seating"
33,"Which is wider, and thus has more [MASK], Room Divider or Clothes valet
","flexibility, depth, curves, spacious, seats"
34,"Which is wider, and thus has more [MASK], Room Divider or Cofre Portátil
","flexibility, dimensions, curves, edges, depth"
35,"Which is wider, and thus has more [MASK], Room Divider or Coin cabinet
","flexibility, complexity, options, efficient, flexible"
36,"Which is wider, and thus has more [MASK], Room Divider or Console Table
","flexibility, edges, dimensions, dimension, depth"
37,"Which is wider, and thus has more [MASK], Room Divider or Corner Cabinet
","flexibility, edges, nodes, depth, flexible"
38,"Which is wider, and thus has more [MASK], Room Divider or Corner Cabinet
","flexibility, edges, nodes, depth, flexible"
39,"Which is wider, and thus has more [MASK], Room Divider or Corner chair
","flexibility, flexible, seats, efficient, seating"
40,"Which is wider, and thus has more [MASK], Room Divider or Coromandel lacquer
","layers, edges, flexibility, dense, decoration"
41,"Which is wider, and thus has more [MASK], Room Divider or cue stand
","flexibility, depth, flexible, convenient, edges"
42,"Which is wider, and thus has more [MASK], Room Divider or Curule Chair
","flexibility, edges, curves, nodes, depth"
43,"Which is wider, and thus has more [MASK], Room Divider or cylinder desk
","cylinders, flexible, flexibility, diameter, compact"
44,"Which is wider, and thus has more [MASK], Room Divider or day bed
","flexibility, room, space, convenient, beds"
45,"Which is wider, and thus has more [MASK], Room Divider or dresser-litter bin
","efficient, compact, storage, flexibility, flexible"
46,"Which is wider, and thus has more [MASK], Room Divider or Drop-front desk
","flexibility, flexible, spacious, efficient, rounded"
47,"Which is wider, and thus has more [MASK], Room Divider or Drop-front secretary
","flexibility, flexible, efficient, options, detail"
48,"Which is wider, and thus has more [MASK], Room Divider or Easy Chair
","flexibility, flexible, efficient, complexity, nodes"
49,"Which is wider, and thus has more [MASK], Room Divider or entertainment center
","amenities, restaurants, shops, facilities, rooms"
50,"Which is wider, and thus has more [MASK], Room Divider or Escrivaninha Cômoda-Escrivaninha
","flexibility, branches, depth, subdivisions, curves"
51,"Which is wider, and thus has more [MASK], Room Divider or Escrivaninha Portátil
","flexibility, depth, branches, dimensions, curves"
52,"Which is wider, and thus has more [MASK], Room Divider or Estante Infantil
","flexibility, dimensions, depth, curves, dimension"
53,"Which is wider, and thus has more [MASK], Room Divider or Fall-front Secretary
","flexibility, rounded, flexible, pronounced, robust"
54,"Which is wider, and thus has more [MASK], Room Divider or Flower Stand
","flexibility, edges, nodes, curves, depth"
55,"Which is wider, and thus has more [MASK], Room Divider or folding stool
","flexible, flexibility, rounded, folding, curved"
56,"Which is wider, and thus has more [MASK], Room Divider or foot shelf
","flexibility, flexible, depth, space, width"
57,"Which is wider, and thus has more [MASK], Room Divider or four-poster bed
","compact, spacious, flexible, rounded, narrow"
58,"Which is wider, and thus has more [MASK], Room Divider or furniture component
","flexibility, furniture, flexible, space, detail"
59,"Which is wider, and thus has more [MASK], Room Divider or Gallery Structure
","flexibility, flexible, depth, detail, efficient"
60,"Which is wider, and thus has more [MASK], Room Divider or Gaming Table
","flexibility, complexity, flexible, efficient, nodes"
61,"Which is wider, and thus has more [MASK], Room Divider or garden furniture
","flexible, furniture, flexibility, decorative, space"
62,"Which is wider, and thus has more [MASK], Room Divider or giant furniture
","flexible, flexibility, furniture, efficient, compact"
63,"Which is wider, and thus has more [MASK], Room Divider or Guangzhou-style furniture
","expensive, ornate, flexible, decorative, compact"
64,"Which is wider, and thus has more [MASK], Room Divider or hanger floor
","flexibility, flexible, space, seats, room"
65,"Which is wider, and thus has more [MASK], Room Divider or home apothecary
","flexibility, efficient, stable, flexible, room"
66,"Which is wider, and thus has more [MASK], Room Divider or keeps food
","flexibility, food, space, room, meat"
67,"Which is wider, and thus has more [MASK], Room Divider or kitchen sink
","kitchen, efficient, flexibility, sinks, room"
68,"Which is wider, and thus has more [MASK], Room Divider or knickknacks shelf
","flexibility, curves, edges, depth, layers"
69,"Which is wider, and thus has more [MASK], Room Divider or lacquered furniture
","decorative, ornate, elaborate, rounded, flexible"
70,"Which is wider, and thus has more [MASK], Room Divider or Lazy Susan
","flexibility, edges, layers, pronounced, symmetry"
71,"Which is wider, and thus has more [MASK], Room Divider or leather furniture
","flexible, lightweight, leather, expensive, flexibility"
72,"Which is wider, and thus has more [MASK], Room Divider or library steps
","flexibility, efficient, flexible, convenient, storage"
73,"Which is wider, and thus has more [MASK], Room Divider or Library Table
","flexibility, complexity, flexible, efficient, nodes"
74,"Which is wider, and thus has more [MASK], Room Divider or Linen Press
","flexibility, dimensions, depth, layers, dimension"
75,"Which is wider, and thus has more [MASK], Room Divider or litter box
","compact, flexibility, space, storage, efficient"
76,"Which is wider, and thus has more [MASK], Room Divider or liturgical furniture
","elaborate, decorative, flexible, ornate, rounded"
77,"Which is wider, and thus has more [MASK], Room Divider or low cabinet
","flexibility, depth, efficient, flexible, compact"
78,"Which is wider, and thus has more [MASK], Room Divider or Macquarie Chest
","flexibility, nodes, depth, edges, pronounced"
79,"Which is wider, and thus has more [MASK], Room Divider or magazine rack
","flexibility, flexible, storage, compact, space"
80,"Which is wider, and thus has more [MASK], Room Divider or Marriage Chest
","flexibility, depth, nodes, edges, pronounced"
81,"Which is wider, and thus has more [MASK], Room Divider or Mechanical table
","flexibility, convenient, efficient, detail, complicated"
82,"Which is wider, and thus has more [MASK], Room Divider or Medal cabinet
","flexibility, efficient, flexible, options, detail"
83,"Which is wider, and thus has more [MASK], Room Divider or Mesa Consolo
","flexibility, dimensions, dimension, depth, curves"
84,"Which is wider, and thus has more [MASK], Room Divider or Mesa Criado-Mudo
","flexibility, complexity, dimensions, subdivisions, options"
85,"Which is wider, and thus has more [MASK], Room Divider or Mesa Infantil
","flexibility, complexity, depth, curves, edges"
86,"Which is wider, and thus has more [MASK], Room Divider or Mesa Lavatório
","flexibility, dimensions, subdivisions, complexity, options"
87,"Which is wider, and thus has more [MASK], Room Divider or Mesa: Criado-Mudo
","flexibility, subdivisions, edges, options, branches"
88,"Which is wider, and thus has more [MASK], Room Divider or Ming-style furniture
","ornate, expensive, flexible, decorative, elaborate"
89,"Which is wider, and thus has more [MASK], Room Divider or mobile shelving
","flexibility, flexible, efficient, compact, robust"
90,"Which is wider, and thus has more [MASK], Room Divider or Mobilio Biblioteca
","rooms, seats, spacious, space, facilities"
91,"Which is wider, and thus has more [MASK], Room Divider or Namban screen
","flexibility, flexible, screens, efficient, depth"
92,"Which is wider, and thus has more [MASK], Room Divider or office furniture
","furniture, expensive, space, flexibility, room"
93,"Which is wider, and thus has more [MASK], Room Divider or Ornamental Panel
","pronounced, flexibility, rounded, flexible, complicated"
94,"Which is wider, and thus has more [MASK], Room Divider or Overmantel Mirror
","flexibility, complexity, modules, detail, layers"
95,"Which is wider, and thus has more [MASK], Room Divider or park furniture
","space, spacious, seating, spaces, flexibility"
96,"Which is wider, and thus has more [MASK], Room Divider or patent furniture
","flexibility, expensive, flexible, efficient, detail"
97,"Which is wider, and thus has more [MASK], Room Divider or Pier Mirror
","flexibility, depth, edges, curves, dimensions"
98,"Which is wider, and thus has more [MASK], Room Divider or Pier table
","flexibility, detail, efficient, dimensions, edges"
99,"Which is wider, and thus has more [MASK], Room Divider or pilgrim furniture
","elaborate, flexibility, spacious, space, decoration"
100,"Which is wider, and thus has more [MASK], Room Divider or plastic furniture
","flexible, lightweight, plastic, compact, expensive"
101,"Which is wider, and thus has more [MASK], Room Divider or portable counter
","efficient, flexible, portable, flexibility, convenient"
102,"Which is wider, and thus has more [MASK], Room Divider or Preguiceiro Infantil
","flexibility, depth, seats, branches, options"
103,"Which is wider, and thus has more [MASK], Room Divider or Prestige Chair
","flexibility, subdivisions, dimensions, depth, dimension"
104,"Which is wider, and thus has more [MASK], Room Divider or Provençal breadbox
","flexibility, flexible, compact, efficient, convenient"
105,"Which is wider, and thus has more [MASK], Room Divider or ready-to-assemble furniture
","flexible, flexibility, compact, lightweight, expensive"
106,"Which is wider, and thus has more [MASK], Room Divider or Rolltop desk
","flexibility, flexible, efficient, compact, rounded"
107,"Which is wider, and thus has more [MASK], Room Divider or room divider
","flexibility, room, efficient, space, depth"
108,"Which is wider, and thus has more [MASK], Room Divider or Rotated Rectangle
","rounded, curved, pronounced, flexible, convex"
109,"Which is wider, and thus has more [MASK], Room Divider or Round table
","flexibility, efficient, detail, complicated, convenient"
110,"Which is wider, and thus has more [MASK], Room Divider or roundback armchair
","rounded, flexible, compact, robust, comfortable"
111,"Which is wider, and thus has more [MASK], Room Divider or rustic furniture
","spacious, decorative, ornate, elaborate, compact"
112,"Which is wider, and thus has more [MASK], Room Divider or Sankheda furniture
","flexibility, symmetry, edges, curves, squares"
113,"Which is wider, and thus has more [MASK], Room Divider or school furniture
","classrooms, flexibility, furniture, room, seating"
114,"Which is wider, and thus has more [MASK], Room Divider or secretary desk
","flexibility, offices, room, seats, staff"
115,"Which is wider, and thus has more [MASK], Room Divider or sex furniture
","flexibility, flexible, depth, curves, fluid"
116,"Which is wider, and thus has more [MASK], Room Divider or Shanghai-style furniture
","expensive, ornate, flexible, decorative, elaborate"
117,"Which is wider, and thus has more [MASK], Room Divider or shop furniture
","flexibility, furniture, shops, room, convenient"
118,"Which is wider, and thus has more [MASK], Room Divider or shop shelve
","flexibility, shops, convenient, options, efficient"
119,"Which is wider, and thus has more [MASK], Room Divider or Side Chair
","flexibility, edges, curves, depth, nodes"
120,"Which is wider, and thus has more [MASK], Room Divider or Snuff Tablet
","flexibility, depth, edges, layers, pronounced"
121,"Which is wider, and thus has more [MASK], Room Divider or Spindle-back armchair
","flexible, flexibility, rounded, comfortable, slender"
122,"Which is wider, and thus has more [MASK], Room Divider or Spoon racks
","flexible, spacious, compact, efficient, flexibility"
123,"Which is wider, and thus has more [MASK], Room Divider or Standing aid
","flexibility, flexible, efficient, robust, complexity"
124,"Which is wider, and thus has more [MASK], Room Divider or street furniture
","flexibility, space, furniture, expensive, room"
125,"Which is wider, and thus has more [MASK], Room Divider or support furniture
","flexibility, flexible, space, support, robust"
126,"Which is wider, and thus has more [MASK], Room Divider or Suzhou-style furniture
","ornate, expensive, luxurious, elaborate, elegant"
127,"Which is wider, and thus has more [MASK], Room Divider or Table Desk
","flexibility, complexity, detail, functionality, options"
128,"Which is wider, and thus has more [MASK], Room Divider or table toilet
","flexibility, seating, seats, room, space"
129,"Which is wider, and thus has more [MASK], Room Divider or Tall-case Clock
","flexible, flexibility, compact, robust, rounded"
130,"Which is wider, and thus has more [MASK], Room Divider or Tall Clock
","flexibility, flexible, edges, nodes, curves"
131,"Which is wider, and thus has more [MASK], Room Divider or Tambour Desk
","flexibility, depth, edges, dimensions, curves"
132,"Which is wider, and thus has more [MASK], Room Divider or Tea Table
","flexibility, nodes, edges, depth, layers"
133,"Which is wider, and thus has more [MASK], Room Divider or teacher's desk
","flexibility, room, classrooms, space, seats"
134,"Which is wider, and thus has more [MASK], Room Divider or tool board
","flexibility, flexible, tools, detail, functionality"
135,"Which is wider, and thus has more [MASK], Room Divider or towel rack
","flexibility, flexible, convenient, room, lightweight"
136,"Which is wider, and thus has more [MASK], Room Divider or Tripod Brazier
","flexibility, curves, dimensions, depth, edges"
137,"Which is wider, and thus has more [MASK], Room Divider or Ulm stool
","flexibility, edges, curves, nodes, depth"
138,"Which is wider, and thus has more [MASK], Room Divider or umbrella holder
","flexibility, flexible, scope, efficient, compact"
139,"Which is wider, and thus has more [MASK], Room Divider or UP series
","efficient, flexibility, compact, flexible, complicated"
140,"Which is wider, and thus has more [MASK], Room Divider or Wall Bracket
","flexibility, depth, complexity, efficient, options"
141,"Which is wider, and thus has more [MASK], Room Divider or Wall Clock
","flexibility, nodes, edges, curves, layers"
142,"Which is wider, and thus has more [MASK], Room Divider or wall rack
","flexibility, flexible, space, room, storage"
143,"Which is wider, and thus has more [MASK], Room Divider or Waterfall furniture
","flexibility, flexible, efficient, compact, detail"
144,"Which is wider, and thus has more [MASK], Room Divider or Wooden Casket
","flexibility, depth, dimensions, curves, edges"
145,"Which is wider, and thus has more [MASK], Room Divider or Work Table
","flexibility, complexity, nodes, depth, layers"
146,"Which is wider, and thus has more [MASK], Room Divider or worship furniture
","flexibility, space, elaborate, seating, simplicity"
147,"Which is wider, and thus has more [MASK], Room Divider or Writing table
","flexibility, convenient, detail, efficient, complicated"
148,"Which is wider, and thus has more [MASK], Room Divider or Yokeback Armchair
","flexibility, curves, flexible, rounded, robust"
149,"Which is wider, and thus has more [MASK], Wisteria Lamp or Room Divider
","branches, dense, fruit, common, flowers"
150,"Which is wider, and thus has more [MASK], Wisteria Lamp or Dressing Cabinet
","pronounced, common, dense, fruit, frequent"
151,"Which is wider, and thus has more [MASK], Wisteria Lamp or Abbot's Stall
","flowers, branches, foliage, common, fruit"
152,"Which is wider, and thus has more [MASK], Wisteria Lamp or Abbotsford style
","elaborate, ornate, pronounced, mature, decorative"
153,"Which is wider, and thus has more [MASK], Wisteria Lamp or ancient furniture
","ornate, elaborate, decorative, expensive, furniture"
154,"Which is wider, and thus has more [MASK], Wisteria Lamp or Animal furniture
","expensive, dense, decorative, flexible, compact"
155,"Which is wider, and thus has more [MASK], Wisteria Lamp or antique furniture
","expensive, ornate, furniture, modern, luxurious"
156,"Which is wider, and thus has more [MASK], Wisteria Lamp or Arca Bau
","branches, flowers, fruit, trees, vegetation"
157,"Which is wider, and thus has more [MASK], Wisteria Lamp or Arca Canastra
","branches, flowers, foliage, fruit, trees"
158,"Which is wider, and thus has more [MASK], Wisteria Lamp or architectural furniture
","expensive, decorative, ornate, furniture, elaborate"
159,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Armário-Estante
","branches, varieties, fruit, vegetation, variety"
160,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Guarda-Comida
","branches, fruit, varieties, flowers, vegetation"
161,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Guarda-Louça
","branches, vegetation, varieties, trees, fruit"
162,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Guarda-Roupa
","branches, vegetation, trees, varieties, fruit"
163,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Vitrina-Armário
","branches, vegetation, trees, varieties, beaches"
164,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário Vitrine
","tissue, fruit, complications, soluble, common"
165,"Which is wider, and thus has more [MASK], Wisteria Lamp or Armário: Guarda-Roupa
","branches, varieties, trees, vegetation, beaches"
166,"Which is wider, and thus has more [MASK], Wisteria Lamp or Baby furniture
","expensive, dense, flexible, compact, decorative"
167,"Which is wider, and thus has more [MASK], Wisteria Lamp or Bed tables
","common, dense, frequent, pronounced, convenient"
168,"Which is wider, and thus has more [MASK], Wisteria Lamp or beer tap
","beer, fruit, expensive, alcohol, common"
169,"Which is wider, and thus has more [MASK], Wisteria Lamp or Beijing-style furniture
","expensive, ornate, decorative, luxurious, elaborate"
170,"Which is wider, and thus has more [MASK], Wisteria Lamp or book chest
","dense, expensive, spines, flexible, storage"
171,"Which is wider, and thus has more [MASK], Wisteria Lamp or Bureau table
","common, dense, frequent, depth, pronounced"
172,"Which is wider, and thus has more [MASK], Wisteria Lamp or campaign furniture
","expensive, efficient, affordable, common, flexible"
173,"Which is wider, and thus has more [MASK], Wisteria Lamp or Candle Bracket
","fruit, branches, flowers, varieties, common"
174,"Which is wider, and thus has more [MASK], Wisteria Lamp or Candle Stand
","branches, dense, flowers, pronounced, common"
175,"Which is wider, and thus has more [MASK], Wisteria Lamp or Card table
","common, dense, frequent, convenient, depth"
176,"Which is wider, and thus has more [MASK], Wisteria Lamp or Center Table
","dense, common, pronounced, fruit, flowers"
177,"Which is wider, and thus has more [MASK], Wisteria Lamp or chair back
","flexible, flexibility, seating, seats, comfortable"
178,"Which is wider, and thus has more [MASK], Wisteria Lamp or chaise longue
","flowers, fruit, foliage, branches, varieties"
179,"Which is wider, and thus has more [MASK], Wisteria Lamp or cheval glass
","expensive, glass, decoration, decorative, ornate"
180,"Which is wider, and thus has more [MASK], Wisteria Lamp or choir screen
","rounded, spacious, flexible, ornate, elaborate"
181,"Which is wider, and thus has more [MASK], Wisteria Lamp or church shelf
","dense, spacious, flowers, common, elaborate"
182,"Which is wider, and thus has more [MASK], Wisteria Lamp or Clothes valet
","flowers, branches, foliage, fruit, common"
183,"Which is wider, and thus has more [MASK], Wisteria Lamp or Cofre Portátil
","branches, varieties, fruit, flowers, trees"
184,"Which is wider, and thus has more [MASK], Wisteria Lamp or Coin cabinet
","common, expensive, flexibility, dense, pronounced"
185,"Which is wider, and thus has more [MASK], Wisteria Lamp or Console Table
","fruit, dense, flowers, branches, common"
186,"Which is wider, and thus has more [MASK], Wisteria Lamp or Corner Cabinet
","dense, common, fruit, flowers, pronounced"
187,"Which is wider, and thus has more [MASK], Wisteria Lamp or Corner Cabinet
","dense, common, fruit, flowers, pronounced"
188,"Which is wider, and thus has more [MASK], Wisteria Lamp or Corner chair
","common, flexible, expensive, dense, flexibility"
189,"Which is wider, and thus has more [MASK], Wisteria Lamp or Coromandel lacquer
","flowers, fruit, dense, resistant, varieties"
190,"Which is wider, and thus has more [MASK], Wisteria Lamp or cue stand
","flexible, flexibility, convenient, depth, dense"
191,"Which is wider, and thus has more [MASK], Wisteria Lamp or Curule Chair
","branches, fruit, flowers, dense, common"
192,"Which is wider, and thus has more [MASK], Wisteria Lamp or cylinder desk
","flexible, compact, robust, diameter, expensive"
193,"Which is wider, and thus has more [MASK], Wisteria Lamp or day bed
","fruit, dense, flowers, frequent, beds"
194,"Which is wider, and thus has more [MASK], Wisteria Lamp or dresser-litter bin
","dense, common, mature, compact, frequent"
195,"Which is wider, and thus has more [MASK], Wisteria Lamp or Drop-front desk
","expensive, flexible, spacious, compact, efficient"
196,"Which is wider, and thus has more [MASK], Wisteria Lamp or Drop-front secretary
","pronounced, flexibility, expensive, efficient, common"
197,"Which is wider, and thus has more [MASK], Wisteria Lamp or Easy Chair
","dense, common, pronounced, fruit, resistant"
198,"Which is wider, and thus has more [MASK], Wisteria Lamp or entertainment center
","amenities, restaurants, shops, spacious, facilities"
199,"Which is wider, and thus has more [MASK], Wisteria Lamp or Escrivaninha Cômoda-Escrivaninha
","branches, flowers, vegetation, varieties, trees"
200,"Which is wider, and thus has more [MASK], Wisteria Lamp or Escrivaninha Portátil
","vegetation, branches, flowers, trees, foliage"
201,"Which is wider, and thus has more [MASK], Wisteria Lamp or Estante Infantil
","flowers, fruit, branches, foliage, varieties"
202,"Which is wider, and thus has more [MASK], Wisteria Lamp or Fall-front Secretary
","pronounced, flexible, dense, rounded, robust"
203,"Which is wider, and thus has more [MASK], Wisteria Lamp or Flower Stand
","flowers, dense, fruit, branches, common"
204,"Which is wider, and thus has more [MASK], Wisteria Lamp or folding stool
","flexible, flexibility, dense, pronounced, rounded"
205,"Which is wider, and thus has more [MASK], Wisteria Lamp or foot shelf
","dense, branches, slender, spines, flexible"
206,"Which is wider, and thus has more [MASK], Wisteria Lamp or four-poster bed
","compact, dense, narrow, slender, spacious"
207,"Which is wider, and thus has more [MASK], Wisteria Lamp or furniture component
","expensive, furniture, decorative, flexible, plastic"
208,"Which is wider, and thus has more [MASK], Wisteria Lamp or Gallery Structure
","dense, common, pronounced, mature, fruit"
209,"Which is wider, and thus has more [MASK], Wisteria Lamp or Gaming Table
","dense, common, pronounced, fruit, tissue"
210,"Which is wider, and thus has more [MASK], Wisteria Lamp or garden furniture
","dense, floral, expensive, decorative, flowers"
211,"Which is wider, and thus has more [MASK], Wisteria Lamp or giant furniture
","expensive, dense, furniture, ornate, colorful"
212,"Which is wider, and thus has more [MASK], Wisteria Lamp or Guangzhou-style furniture
","expensive, ornate, decorative, elaborate, luxurious"
213,"Which is wider, and thus has more [MASK], Wisteria Lamp or hanger floor
","flexible, flexibility, comfortable, expensive, decorative"
214,"Which is wider, and thus has more [MASK], Wisteria Lamp or home apothecary
","common, flowers, branches, expensive, beds"
215,"Which is wider, and thus has more [MASK], Wisteria Lamp or keeps food
","fruit, dense, vegetables, nutrients, food"
216,"Which is wider, and thus has more [MASK], Wisteria Lamp or kitchen sink
","kitchen, expensive, efficient, convenient, common"
217,"Which is wider, and thus has more [MASK], Wisteria Lamp or knickknacks shelf
","flowers, branches, fruit, dense, foliage"
218,"Which is wider, and thus has more [MASK], Wisteria Lamp or lacquered furniture
","decorative, expensive, dense, ornate, elaborate"
219,"Which is wider, and thus has more [MASK], Wisteria Lamp or Lazy Susan
","dense, common, pronounced, flowers, tissue"
220,"Which is wider, and thus has more [MASK], Wisteria Lamp or leather furniture
","expensive, flexible, decorative, luxurious, lightweight"
221,"Which is wider, and thus has more [MASK], Wisteria Lamp or library steps
","accessible, convenient, efficient, expensive, flexible"
222,"Which is wider, and thus has more [MASK], Wisteria Lamp or Library Table
","dense, common, pronounced, fruit, tissue"
223,"Which is wider, and thus has more [MASK], Wisteria Lamp or Linen Press
","dense, branches, fruit, common, pronounced"
224,"Which is wider, and thus has more [MASK], Wisteria Lamp or litter box
","dense, compact, flowers, mature, common"
225,"Which is wider, and thus has more [MASK], Wisteria Lamp or liturgical furniture
","ornate, decorative, elaborate, expensive, floral"
226,"Which is wider, and thus has more [MASK], Wisteria Lamp or low cabinet
","dense, expensive, pronounced, thick, compact"
227,"Which is wider, and thus has more [MASK], Wisteria Lamp or Macquarie Chest
","dense, common, fruit, flowers, pronounced"
228,"Which is wider, and thus has more [MASK], Wisteria Lamp or magazine rack
","flexible, compact, expensive, lightweight, plastic"
229,"Which is wider, and thus has more [MASK], Wisteria Lamp or Marriage Chest
","dense, common, pronounced, fruit, flowers"
230,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mechanical table
","common, dense, convenient, frequent, pronounced"
231,"Which is wider, and thus has more [MASK], Wisteria Lamp or Medal cabinet
","expensive, common, efficient, compact, flexibility"
232,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mesa Consolo
","branches, varieties, trees, fruit, flowers"
233,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mesa Criado-Mudo
","varieties, branches, fruit, variety, trees"
234,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mesa Infantil
","fruit, flowers, dense, branches, varieties"
235,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mesa Lavatório
","branches, varieties, vegetation, trees, fruit"
236,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mesa: Criado-Mudo
","varieties, branches, pronounced, variety, common"
237,"Which is wider, and thus has more [MASK], Wisteria Lamp or Ming-style furniture
","expensive, ornate, decorative, elaborate, luxurious"
238,"Which is wider, and thus has more [MASK], Wisteria Lamp or mobile shelving
","flexible, efficient, compact, expensive, dense"
239,"Which is wider, and thus has more [MASK], Wisteria Lamp or Mobilio Biblioteca
","branches, rooms, variety, spacious, varieties"
240,"Which is wider, and thus has more [MASK], Wisteria Lamp or Namban screen
","dense, flexible, expensive, pronounced, common"
241,"Which is wider, and thus has more [MASK], Wisteria Lamp or office furniture
","expensive, furniture, luxurious, spacious, decorative"
242,"Which is wider, and thus has more [MASK], Wisteria Lamp or Ornamental Panel
","pronounced, common, characteristic, distinct, dense"
243,"Which is wider, and thus has more [MASK], Wisteria Lamp or Overmantel Mirror
","dense, pronounced, common, varieties, branches"
244,"Which is wider, and thus has more [MASK], Wisteria Lamp or park furniture
","dense, trees, lawn, mature, bushes"
245,"Which is wider, and thus has more [MASK], Wisteria Lamp or patent furniture
","expensive, flexible, efficient, common, compact"
246,"Which is wider, and thus has more [MASK], Wisteria Lamp or Pier Mirror
","dense, fruit, pronounced, flowers, common"
247,"Which is wider, and thus has more [MASK], Wisteria Lamp or Pier table
","common, dense, frequent, pronounced, depth"
248,"Which is wider, and thus has more [MASK], Wisteria Lamp or pilgrim furniture
","flowers, expensive, dense, elaborate, fruit"
249,"Which is wider, and thus has more [MASK], Wisteria Lamp or plastic furniture
","expensive, plastic, flexible, lightweight, compact"
250,"Which is wider, and thus has more [MASK], Wisteria Lamp or portable counter
","expensive, efficient, flexible, convenient, compact"
251,"Which is wider, and thus has more [MASK], Wisteria Lamp or Preguiceiro Infantil
","fruit, varieties, branches, flowers, vegetation"
252,"Which is wider, and thus has more [MASK], Wisteria Lamp or Prestige Chair
","dense, pronounced, branches, common, flowers"
